date,vnindex_close,vnindex_volume
2014-11-28,566.58,138169792
2014-12-01,568.01,108033328
2014-12-02,569.43,95251128
2014-12-03,574.88,111414112
2014-12-04,578.38,105904080
2014-12-05,578.76,95316488
2014-12-08,571.68,105840992
2014-12-09,555.31,169970688
2014-12-10,557.19,111615648
2014-12-11,550.11,87052688
2014-12-12,553.93,73938728
2014-12-15,547.93,77841880
2014-12-16,535.14,114699800
2014-12-17,518.22,165055712
2014-12-18,528.45,94737920
2014-12-19,523.09,171218448
2014-12-22,537.54,70396912
2014-12-23,537.88,76021280
2014-12-24,539.44,57168000
2014-12-25,532.01,67648520
2014-12-26,533.37,85103360
2014-12-29,532.68,94978280
2014-12-30,537.57,80298632
2014-12-31,545.63,106297216
2015-01-05,544.45,91834624
2015-01-06,549.66,94081888
2015-01-07,552.05,109445776
2015-01-08,553.47,73883040
2015-01-09,569.73,104203680
2015-01-12,574.32,123328208
2015-01-13,580.6,93250944
2015-01-14,577.01,105588768
2015-01-15,577.74,111809296
2015-01-16,574.81,103715768
2015-01-19,571.51,85869952
2015-01-20,572.22,72955320
2015-01-21,569.12,75650992
2015-01-22,574.54,77924416
2015-01-23,582.38,116961120
2015-01-26,580.64,92614648
2015-01-27,579.3,138720400
2015-01-28,583.76,107448472
2015-01-29,583.28,93424200
2015-01-30,576.07,97717872
2015-02-02,570.37,66840420
2015-02-03,557.47,93996200
2015-02-04,561.45,90940000
2015-02-05,567.17,69467520
2015-02-06,574.13,58140872
2015-02-09,573.55,62712848
2015-02-10,574.52,61234352
2015-02-11,581.76,70560968
2015-02-12,584.67,79108960
2015-02-13,587.24,72295080
2015-02-24,596.95,61107780
2015-02-25,592.66,96802088
2015-02-26,596.72,84963552
2015-02-27,592.57,76140472
2015-03-02,590.73,76507744
2015-03-03,596.72,108805824
2015-03-04,600.39,115432608
2015-03-05,596.91,121956232
2015-03-06,593.97,96217776
2015-03-09,588.44,90927440
2015-03-10,589.66,93334408
2015-03-11,586.54,79076072
2015-03-12,588.53,79994864
2015-03-13,586.1,88834968
2015-03-16,580.8,98790016
2015-03-17,581.76,88737456
2015-03-18,578.68,86795048
2015-03-19,573.74,81752952
2015-03-20,575.44,145321984
2015-03-23,570.89,92533432
2015-03-24,567.43,85257696
2015-03-25,560.93,83089272
2015-03-26,556.16,78108912
2015-03-27,551.42,83668496
2015-03-30,545.19,85631536
2015-03-31,551.13,80466512
2015-04-01,538.91,109335352
2015-04-02,546.85,85076888
2015-04-03,547.85,69546328
2015-04-06,542.97,54696272
2015-04-07,548.11,89727688
